facility_id,facility_name,address,city,state,zip_code,county,phone,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_rating,readm_group_measure_count,readm_n_measures,readm_n_better,readm_n_no_different,readm_n_worse,overall_rating_footnote,readm_group_footnote,pt_exp_group_footnote,pt_exp_group_measure_count,pt_exp_n_measures,census_region,edac_30_hf_score,edac_30_hf_compared,edac_30_hf_denominator,edac_30_hf_lower,edac_30_hf_higher,edac_30_hf_footnote,edac_30_pn_score,edac_30_pn_compared,edac_30_pn_denominator,edac_30_pn_lower,edac_30_pn_higher,edac_30_pn_footnote,readm_30_ami_score,readm_30_ami_compared,readm_30_ami_denominator,readm_30_ami_lower,readm_30_ami_higher,readm_30_ami_footnote,readm_30_copd_score,readm_30_copd_compared,readm_30_copd_denominator,readm_30_copd_lower,readm_30_copd_higher,readm_30_copd_footnote,readm_30_hf_score,readm_30_hf_compared,readm_30_hf_denominator,readm_30_hf_lower,readm_30_hf_higher,readm_30_hf_footnote,readm_30_pn_score,readm_30_pn_compared,readm_30_pn_denominator,readm_30_pn_lower,readm_30_pn_higher,readm_30_pn_footnote,h_comp_1_linear_score,h_comp_1_linear_score_n_surveys,h_comp_1_star_rating,h_comp_1_star_rating_n_surveys,h_hsp_rating_linear_score,h_hsp_rating_linear_score_n_surveys,h_hsp_rating_star_rating,h_hsp_rating_star_rating_n_surveys,h_star_rating,h_star_rating_n_surveys,edv_score,edv_footnote,op_18b_score,op_18b_footnote
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,(815) 933-1671,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,10,0,10,0,,,,15,15,Midwest,-10.1,Average days per 100 discharges,329,-49.5,46.0,,-4.5,Average days per 100 discharges,539,-32.6,37.0,,14.3,No different than the national rate,140,11.7,17.4,,20.2,No different than the national rate,246,17.0,23.5,,21.5,No different than the national rate,356,18.2,25.2,,17.3,No different than the national rate,638,14.6,20.2,,91,1351,3,1351,88,1351,3,1351,3,1351,High,,167.0,
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,(618) 234-2120,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,4,11,11,1,8,2,,,,15,15,Midwest,22.6,Average days per 100 discharges,647,-28.1,97.4,,3.5,Average days per 100 discharges,394,-29.2,49.3,,12.7,No different than the national rate,408,10.3,15.3,,18.7,No different than the national rate,185,15.6,22.2,,22.5,No different than the national rate,1002,19.0,26.5,,18.2,No different than the national rate,606,15.3,21.2,,93,549,4,549,90,549,4,549,4,549,High,,162.0,
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,(217) 258-2513,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,10,1,7,2,,,,15,15,Midwest,4.1,Average days per 100 discharges,552,-43.5,62.2,,27.8,Average days per 100 discharges,426,-9.6,80.0,,13.9,No different than the national rate,45,11.4,16.8,,17.0,No different than the national rate,245,14.1,20.3,,18.9,No different than the national rate,583,16.0,22.2,,15.3,No different than the national rate,528,12.9,18.2,,93,1343,4,1343,90,1343,4,1343,4,1343,High,,210.0,
140191,INGALLS MEMORIAL HOSPITAL,1 INGALLS DRIVE,HARVEY,IL,60426,COOK,(708) 333-2300,Acute Care Hospitals,Physician,Yes,Yes,2,11,9,0,7,2,,,,15,15,Midwest,57.8,Average days per 100 discharges,449,-8.7,147.8,,-0.2,Average days per 100 discharges,169,-34.3,42.3,,15.1,No different than the national rate,76,12.5,18.2,,19.8,No different than the national rate,171,16.9,23.2,,21.2,No different than the national rate,719,18.2,24.6,,16.1,No different than the national rate,303,13.7,18.8,,87,714,2,714,81,714,2,714,2,714,Very high,,140.0,
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,(773) 271-9040,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,Low,,175.0,
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,(331) 221-1000,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,11,0,7,4,,,,15,15,Midwest,17.7,Average days per 100 discharges,1113,-26.3,82.8,,2.0,Average days per 100 discharges,794,-28.1,45.4,,14.9,No different than the national rate,232,12.2,18.0,,19.2,No different than the national rate,430,16.1,22.8,,21.7,No different than the national rate,1226,18.3,25.5,,17.0,No different than the national rate,912,14.3,20.0,,92,1268,4,1268,89,1268,4,1268,3,1268,Very high,,166.0,
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,(847) 362-2900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,9,1,7,1,,,,15,15,Midwest,6.4,Average days per 100 discharges,889,-40.2,68.3,,26.1,Average days per 100 discharges,1020,-12.9,79.2,,13.7,No different than the national rate,295,11.2,16.6,,21.1,No different than the national rate,324,17.8,24.8,,20.4,No different than the national rate,999,17.4,23.9,,19.0,No different than the national rate,1138,16.3,22.1,,91,926,3,926,87,926,3,926,3,926,High,,214.0,
140206,HUMBOLDT PARK HEALTH,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,(773) 292-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,1,11,5,0,3,2,,,,15,15,Midwest,100.1,More days than average per 100 discharges,48,9.0,213.8,,78.4,More days than average per 100 discharges,73,20.2,153.3,,15.0,No different than the national rate,31,12.4,18.1,,19.5,No different than the national rate,76,16.4,22.9,,21.3,No different than the national rate,90,18.2,24.5,,17.8,No different than the national rate,120,15.0,20.9,,83,434,1,434,80,434,2,434,1,434,Medium,,173.0,
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,(708) 684-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,3,11,11,0,9,2,,,,15,15,Midwest,-5.0,Average days per 100 discharges,1170,-52.3,63.6,,37.8,Average days per 100 discharges,637,-8.8,101.2,,14.4,No different than the national rate,445,11.9,17.3,,21.5,No different than the national rate,471,18.2,25.1,,20.2,No different than the national rate,2027,17.1,23.7,,18.2,No different than the national rate,1064,15.4,21.3,,91,1070,3,1070,85,1070,2,1070,3,1070,Very high,,229.0,
140209,CARLE HEALTH METHODIST HOSPITAL,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,(309) 672-5522,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,8,0,7,1,,,,15,15,Midwest,27.1,Average days per 100 discharges,382,-30.2,110.9,,15.7,Average days per 100 discharges,354,-26.0,64.4,,14.4,No different than the national rate,255,11.8,17.5,,20.0,No different than the national rate,217,16.8,23.6,,21.2,No different than the national rate,522,18.0,24.7,,17.7,No different than the national rate,480,15.0,20.7,,89,581,2,581,84,581,2,581,2,581,Medium,,213.0,
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,(618) 253-7671,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,11,6,0,6,0,,,,15,5,Midwest,-29.5,Average days per 100 discharges,27,-63.9,23.1,,-15.5,Average days per 100 discharges,95,-44.3,20.0,,,Number of cases too small,,,,1,20.3,No different than the national rate,39,17.2,24.0,,20.7,No different than the national rate,40,17.6,24.2,,17.7,No different than the national rate,128,15.0,20.8,,,89,,89,,89,,89,,89,Low,,134.0,
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,KANE,(630) 208-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,10,1,8,1,,,,15,15,Midwest,-18.4,Average days per 100 discharges,590,-56.3,32.4,,-19.0,Average days per 100 discharges,475,-44.3,16.5,,13.3,No different than the national rate,130,10.8,16.1,,18.2,No different than the national rate,145,15.1,21.7,,20.6,No different than the national rate,587,17.3,24.4,,15.1,No different than the national rate,547,12.6,18.0,,92,748,4,748,90,748,4,748,4,748,High,,212.0,
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,(815) 300-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,9,1,7,1,,,,15,15,Midwest,-7.2,Average days per 100 discharges,1197,-49.3,58.6,,-5.1,Average days per 100 discharges,1213,-38.3,41.6,,13.7,No different than the national rate,438,11.1,16.6,,21.2,No different than the national rate,371,17.9,25.0,,21.8,No different than the national rate,1370,18.6,25.2,,16.4,No different than the national rate,1306,13.9,19.5,,92,354,4,354,89,354,4,354,3,354,Very high,,224.0,
140217,SAINT JOSEPH HOSPITAL-ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,(847) 695-3200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,11,7,1,6,0,29,29,29,15,10,Midwest,-40.4,Average days per 100 discharges,127,-76.4,17.9,29,-10.5,Average days per 100 discharges,163,-38.6,23.3,29,14.7,No different than the national rate,44,12.1,17.7,29,20.4,No different than the national rate,29,17.1,23.9,29,22.9,No different than the national rate,118,19.3,26.7,29,17.3,No different than the national rate,158,14.7,20.5,29,89,404,2,404,87,404,3,404,2,404,,5,139.0,
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,(847) 723-2210,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,4,11,11,0,10,1,,,,15,15,Midwest,9.0,Average days per 100 discharges,1358,-39.8,79.4,,36.7,Average days per 100 discharges,1251,-12.8,95.7,,14.1,No different than the national rate,290,11.4,17.0,,19.2,No different than the national rate,223,16.1,22.7,,20.3,No different than the national rate,1571,17.1,23.7,,18.3,No different than the national rate,1523,15.6,21.2,,91,1055,3,1055,86,1055,3,1055,3,1055,Very high,,216.0,
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,(773) 665-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,4,11,7,0,6,1,29,29,29,15,10,Midwest,-26.1,Average days per 100 discharges,159,-61.1,26.7,29,-36.2,Fewer days than average per 100 discharges,95,-62.0,-2.0,29,14.5,No different than the national rate,38,11.9,17.5,29,,Number of cases too small,,,,1,20.3,No different than the national rate,161,17.2,23.6,29,15.9,No different than the national rate,94,13.3,18.9,29,91,946,3,946,88,946,3,946,3,946,,5,146.0,
140228,UW HEALTH,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,(815) 968-4400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,10,1,6,3,,,,15,15,Midwest,63.4,Average days per 100 discharges,423,-5.0,152.3,,18.7,Average days per 100 discharges,577,-18.6,65.1,,14.0,No different than the national rate,276,11.6,17.0,,20.0,No different than the national rate,253,17.0,23.7,,22.0,No different than the national rate,836,18.7,25.7,,17.4,No different than the national rate,1024,14.6,20.4,,91,1469,3,1469,87,1469,3,1469,3,1469,Very high,,217.0,
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,11,0,6,5,,,,15,15,Midwest,22.2,Average days per 100 discharges,1066,-27.8,89.9,,17.2,Average days per 100 discharges,962,-15.9,62.7,,14.8,No different than the national rate,297,12.1,18.1,,21.5,No different than the national rate,402,18.2,25.2,,22.8,No different than the national rate,1345,19.5,26.9,,19.6,No different than the national rate,1183,16.5,22.8,,92,2907,4,2907,88,2907,3,2907,3,2907,Very high,,163.0,
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,(815) 226-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,2,11,11,0,8,3,,,,15,15,Midwest,9.6,Average days per 100 discharges,538,-33.6,70.2,,30.3,Average days per 100 discharges,537,-11.2,84.4,,15.1,No different than the national rate,298,12.3,18.5,,21.2,No different than the national rate,206,17.7,25.2,,21.0,No different than the national rate,716,17.8,24.6,,18.8,No different than the national rate,800,15.9,22.2,,91,1605,3,1605,86,1605,3,1605,3,1605,High,,223.0,
140239,JAVON BEA HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,10,1,9,0,,,,15,15,Midwest,-45.5,Fewer days than average per 100 discharges,258,-78.8,-0.8,,-7.8,Average days per 100 discharges,151,-34.4,28.9,,14.5,No different than the national rate,134,11.7,17.7,,21.5,No different than the national rate,231,18.2,25.5,,19.8,No different than the national rate,359,16.8,23.2,,17.2,No different than the national rate,199,14.5,20.5,,90,522,3,522,86,522,3,522,3,522,Medium,,258.0,
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,DU PAGE,(630) 682-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,11,1,7,3,,,,15,15,Midwest,-16.0,Average days per 100 discharges,1023,-55.8,40.9,,19.0,Average days per 100 discharges,739,-18.8,66.0,,12.4,No different than the national rate,329,10.1,15.1,,20.3,No different than the national rate,212,16.8,24.3,,20.8,No different than the national rate,1123,17.5,24.7,,17.6,No different than the national rate,795,14.8,20.9,,92,1496,4,1496,91,1496,4,1496,4,1496,Very high,,230.0,
140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,(773) 282-7000,Acute Care Hospitals,Proprietary,Yes,,2,11,7,0,6,1,,,,15,5,Midwest,20.0,Average days per 100 discharges,169,-35.3,96.9,,6.3,Average days per 100 discharges,140,-25.9,49.5,,14.9,No different than the national rate,54,12.3,18.0,,18.9,No different than the national rate,116,16.0,22.5,,21.9,No different than the national rate,209,18.6,25.6,,17.0,No different than the national rate,177,14.3,20.0,,,,,,,,,,,,Medium,,235.0,
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,(847) 618-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,11,2,8,1,,,,15,15,Midwest,-10.3,Average days per 100 discharges,944,-49.6,45.4,,-6.4,Average days per 100 discharges,1317,-32.5,26.8,,14.4,No different than the national rate,264,11.7,17.6,,19.8,No different than the national rate,295,16.6,23.5,,21.7,No different than the national rate,909,18.3,25.6,,18.2,No different than the national rate,1368,15.4,21.4,,88,417,2,417,85,417,2,417,2,417,Very high,,176.0,
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,(847) 437-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,11,0,9,2,29,29,29,15,10,Midwest,4.8,Average days per 100 discharges,701,-43.7,72.2,29,16.7,Average days per 100 discharges,506,-19.3,67.3,29,14.8,No different than the national rate,147,12.0,17.9,29,21.3,No different than the national rate,119,17.9,25.1,29,20.2,No different than the national rate,648,17.1,23.8,29,17.6,No different than the national rate,468,15.0,20.6,29,88,488,2,488,83,488,2,488,2,488,,5,196.0,
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,801 ILLINI DR,SILVIS,IL,61282,ROCK ISLAND,(309) 281-4000,Acute Care Hospitals,Government - Local,Yes,Yes,2,11,9,1,8,0,,,,15,15,Midwest,25.4,Average days per 100 discharges,98,-25.1,87.9,,-11.3,Average days per 100 discharges,112,-39.9,23.9,,14.8,No different than the national rate,45,12.0,18.0,,20.5,No different than the national rate,111,17.1,24.4,,23.1,No different than the national rate,145,19.5,27.1,,16.8,No different than the national rate,196,14.1,20.0,,88,361,2,361,83,361,2,361,2,361,Medium,,195.0,
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,60153,COOK,(708) 216-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,11,0,7,4,,,,15,15,Midwest,43.8,Average days per 100 discharges,480,-13.8,125.8,,79.4,More days than average per 100 discharges,244,27.0,147.7,,15.6,No different than the national rate,174,12.8,18.8,,20.6,No different than the national rate,132,17.5,24.3,,21.1,No different than the national rate,606,17.9,24.7,,17.4,No different than the national rate,317,14.8,20.5,,90,502,3,502,85,502,2,502,3,502,High,,275.0,
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,(309) 779-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,11,1,9,1,,,,15,15,Midwest,-19.1,Average days per 100 discharges,387,-53.1,35.9,,31.7,Average days per 100 discharges,440,-5.5,83.7,,12.1,No different than the national rate,291,9.7,14.7,,21.0,No different than the national rate,251,17.6,24.7,,18.4,No different than the national rate,633,15.4,21.6,,16.9,No different than the national rate,773,14.1,19.9,,88,666,2,666,84,666,2,666,2,666,High,,172.0,
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,(312) 926-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,11,0,8,3,,,,15,15,Midwest,-6.1,Average days per 100 discharges,1115,-53.2,64.1,,18.6,Average days per 100 discharges,862,-26.9,79.4,,14.5,No different than the national rate,200,11.9,17.4,,21.5,No different than the national rate,259,18.1,25.3,,19.6,No different than the national rate,1270,16.6,22.9,,17.7,No different than the national rate,949,15.0,20.9,,92,2820,4,2820,91,2820,4,2820,4,2820,Very high,,350.0,
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,ONE  KISH HOSPITAL DRIVE,DEKALB,IL,60115,DE KALB,(815) 756-1521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,9,2,7,0,,,,15,15,Midwest,-13.7,Average days per 100 discharges,284,-57.4,50.8,,6.1,Average days per 100 discharges,415,-28.9,51.3,,14.5,No different than the national rate,124,11.9,17.4,,20.8,No different than the national rate,189,17.7,24.5,,21.1,No different than the national rate,342,18.0,24.7,,17.6,No different than the national rate,476,15.0,20.8,,91,598,3,598,87,598,3,598,3,598,Medium,,197.0,
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DU PAGE,(630) 275-5900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,11,0,11,0,,,,15,15,Midwest,-10.4,Average days per 100 discharges,938,-53.1,47.0,,3.0,Average days per 100 discharges,687,-29.9,46.9,,14.0,No different than the national rate,276,11.3,17.0,,20.0,No different than the national rate,215,16.9,23.6,,21.2,No different than the national rate,1012,18.0,25.0,,16.3,No different than the national rate,757,13.8,19.2,,91,1141,3,1141,88,1141,3,1141,3,1141,High,,187.0,
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,(618) 288-5711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,10,0,9,1,,,,15,15,Midwest,46.9,Average days per 100 discharges,296,-5.1,135.5,,14.6,Average days per 100 discharges,381,-19.3,64.5,,14.7,No different than the national rate,101,12.0,17.8,,20.7,No different than the national rate,182,17.6,24.2,,22.0,No different than the national rate,398,18.7,25.9,,17.9,No different than the national rate,611,15.1,21.0,,92,337,4,337,89,337,4,337,3,337,Medium,,231.0,
140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,COOK,(847) 843-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,5,11,10,2,7,1,29,29,29,15,10,Midwest,-26.3,Average days per 100 discharges,506,-66.1,32.8,29,4.3,Average days per 100 discharges,443,-33.8,53.7,29,14.4,No different than the national rate,72,11.8,17.3,29,19.6,No different than the national rate,66,16.4,23.4,29,20.2,No different than the national rate,501,16.9,23.5,29,17.3,No different than the national rate,445,14.7,20.1,29,87,444,2,444,83,444,2,444,2,444,,5,183.0,
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,(847) 381-9600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,9,1,7,1,,,,15,15,Midwest,13.0,Average days per 100 discharges,667,-36.9,85.8,,17.3,Average days per 100 discharges,804,-21.8,61.1,,14.2,No different than the national rate,169,11.5,17.3,,20.4,No different than the national rate,206,17.3,24.1,,23.8,No different than the national rate,631,20.3,28.0,,19.3,No different than the national rate,832,16.3,22.6,,92,1416,4,1416,90,1416,4,1416,4,1416,Medium,,194.0,
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DU PAGE,(630) 545-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,11,6,0,5,1,,,,15,15,Midwest,11.6,Average days per 100 discharges,88,-32.8,74.5,,24.7,Average days per 100 discharges,146,-10.5,75.6,,14.4,No different than the national rate,36,11.7,17.3,,20.5,No different than the national rate,59,17.3,24.1,,21.9,No different than the national rate,125,18.7,25.5,,17.0,No different than the national rate,188,14.4,20.1,,90,286,3,286,84,286,2,286,3,286,Medium,,172.0,
140294,DEACONESS ILLINOIS CROSSROADS,8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,JEFFERSON,(618) 244-5500,Acute Care Hospitals,Proprietary,Yes,,,11,5,0,4,1,16,,,15,10,Midwest,,Number of cases too small,,,,1,136.9,More days than average per 100 discharges,56,77.1,212.7,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,18.8,No different than the national rate,55,15.9,22.2,,95,194,5,194,92,194,4,194,4,194,Low,,140.0,
140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,COOK,(312) 572-2000,Acute Care Hospitals,Government - Local,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,20.0,No different than the national rate,39,17.0,23.3,,21.6,No different than the national rate,52,18.3,25.5,,,Number of cases too small,,,,1,,59,,59,,59,,59,,59,Medium,,190.0,
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,WILL,(630) 312-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,8,0,7,1,,,,15,15,Midwest,-21.3,Average days per 100 discharges,195,-60.7,38.5,,30.2,Average days per 100 discharges,221,-12.2,86.7,,14.4,No different than the national rate,54,11.9,17.4,,19.8,No different than the national rate,102,16.7,23.2,,21.3,No different than the national rate,255,18.0,25.1,,18.0,No different than the national rate,305,15.3,21.1,,91,575,3,575,86,575,3,575,3,575,Medium,,173.0,
140308,MERCYHEALTH HOSPITAL & PHYSICIAN CLINIC-CRYSTAL LA,875 S ROUTE 31,CRYSTAL LAKE,IL,60014,MC HENRY,(792) 220-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,88,,88,,88,,88,,88,Low,,107.0,
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,11,4,0,3,1,,,,15,10,Midwest,44.7,Average days per 100 discharges,159,-13.6,127.4,,14.5,Average days per 100 discharges,232,-20.1,58.6,,,Number of cases too small,,,,1,20.9,No different than the national rate,105,17.4,25.0,,23.6,No different than the national rate,100,20.1,27.9,,17.2,No different than the national rate,158,14.4,20.3,,90,293,3,293,89,293,4,293,3,293,,,,
141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,GREENE,(217) 942-6946,Critical Access Hospitals,Government - Local,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-4.3,Average days per 100 discharges,36,-24.7,25.4,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.9,No different than the national rate,29,14.1,20.1,,,,,,,,,,,,,5,,5
141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,PIATT,(217) 762-2115,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,4,0,3,1,16,,,15,5,Midwest,,Number of cases too small,,,,1,86.9,More days than average per 100 discharges,25,40.0,145.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.7,No different than the national rate,29,15.0,21.2,,,94,,94,,94,,94,,94,Low,,133.0,
141302,MIDWEST MEDICAL CENTER,1 MEDICAL CENTER DRIVE,GALENA,IL,61036,JO DAVIESS,(815) 777-1340,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,,15,10,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.8,No different than the national rate,46,13.8,20.2,,96,118,5,118,94,118,5,118,5,118,,5,,5
141303,WARNER HOSPITAL AND HEALTH SERVICES,422 W WHITE ST,CLINTON,IL,61727,DE WITT,(217) 935-9571,Critical Access Hospitals,Government - Local,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,,5,,5
141304,"GENESIS MEDICAL CENTER, ALEDO",409 NW 9TH AVENUE,ALEDO,IL,61231,MERCER,(309) 582-9100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.9,No different than the national rate,32,14.3,20.1,,,26,,26,,26,,26,,26,Low,,92.0,
141305,MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,HANCOCK,(217) 357-8500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,6,0,5,1,,,,15,10,Midwest,74.7,More days than average per 100 discharges,34,12.1,152.3,,24.5,Average days per 100 discharges,80,-4.0,63.1,,,Number of cases too small,,,,1,19.1,No different than the national rate,32,15.6,22.8,,22.7,No different than the national rate,32,19.0,27.1,,17.2,No different than the national rate,78,14.2,20.5,,97,120,5,120,94,120,5,120,5,120,Low,,142.0,
141306,COMMUNITY HOSPITAL OF STAUNTON,400 N CALDWELL ST,STAUNTON,IL,62088,MACOUPIN,(618) 635-2200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.0,No different than the national rate,33,14.3,20.2,,,43,,43,,43,,43,,43,Low,,,5
